,job_title,salary
5183,ЛОЖИСТИК МЕНЕЖЕР,"2,500,000 - 3,000,000"
5184,РАДИО СҮЛЖЭЭНИЙ ИНЖЕНЕР, Тохиролцоно
5185,ПРОГРАМ ХАНГАМЖИЙН ИНЖЕНЕР, Тохиролцоно
5186,ПРОГРАМ ХАНГАМЖИЙН ИНЖЕНЕР /Япон хэлтэй/, Тохиролцоно
5187,САППОРТ ИНЖЕНЕР, Тохиролцоно
5188,Програм хөгжүүлэлтийн инженер /Front End/,"1,500,000 - 1,800,000"
5189,СИСТЕМ АДМИНИСТРАТОР /ЭЭЛЖИЙН ИНЖЕНЕР/, Тохиролцоно
5190,ЛАБОРАТОРИЙН ЭРХЛЭГЧ /ТЭСО ФҮҮДС ХХК/,"2,100,000 - 2,500,000"
5191,Нягтлан бодогч,"1,200,000 - 1,500,000 Тохиролцоно"
5192,Борлуулалтын менежер,"1,500,000 - 1,800,000"
5193,МАРКЕТИНГИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000"
5194,Геологич ажилд авна,"1,200,000 - 1,500,000 Тохиролцоно"
5195,Зохион байгуулагч 24/48,"1,200,000 - 1,500,000"
5196,"""Мэдээлэл технологийн хэлтсийн ахлах""","2,100,000 - 2,500,000"
5197,Механикч,"2,100,000 - 2,500,000 Тохиролцоно"
5198,"ХУДАЛДААНЫ ЗӨВЛӨХ, БОРЛУУЛАЛТЫН АЖИЛТАН","1,500,000 - 1,800,000"
5199,ХУУЛЬЧ,"1,500,000 - 1,800,000"
5200,Үйл ажиллагааны эрсдэлийн шинжээч,"2,100,000 - 2,500,000"
5201,"Агаар сэлгэлт, хөргөлтийн инженер","1,500,000 - 1,800,000"
5202,Санхүүгийн ахлах шинжээч,"3,000,000 - 4,000,000 Тохиролцоно"
5203,Барилга ашиглалтын инженер,"1,500,000 - 1,800,000"
5204,Нярав ( эмэгтэй ),"1,500,000 - 1,800,000"
5205,Дүрс оношилгооны техникч-2 /үндсэн/,"800,000 - 1,000,000"
5206,Эмнэлгийн тоног төхөөрөмжийн инженер-1 /үндсэн/,"1,000,000 - 1,200,000"
5207,Хүний нөөцийн менежер,"1,800,000 - 2,100,000"
5208,Үйлдвэрийн туслах ажилтан,"1,000,000 - 1,200,000"
5209,Гадаад харилцаа хариуцсан мэргэжилтэн-1 /үндсэн,"1,000,000 - 1,200,000"
5210,САНХҮҮГИЙН ШИНЖЭЭЧ,"2,100,000 - 2,500,000"
5211,Хүний нөөцийн мэргэжилтэн,"1,800,000 - 2,100,000"
5212,Senior Accountant,"4,000,000 - 5,000,000 Тохиролцоно"
5213,Дотоод хяналтын мэргэжилтэн,"1,800,000 - 2,100,000"
5214,Project Accountant,"3,000,000 - 4,000,000 Тохиролцоно"
5215,Сантехникийн засварчин,"1,200,000 - 1,500,000"
5216,Үл Хөдлөх Хөрөнгө Зуучлагч сургаж ажилд авна,"2,100,000 - 2,500,000"
5217,Үйлдвэрийн оператор,"1,200,000 - 1,500,000"
5218,Уурхайн техник засварын сургагч,"2,500,000 - 3,000,000"
5219,Харуул хамгаалалтын ажилтан /Моннис Пропертиес/,"1,000,000 - 1,200,000"
5220,Technical Translator,"2,100,000 - 2,500,000 Тохиролцоно"
5221,Барилгын инженер,"2,500,000 - 3,000,000 Тохиролцоно"
5222,Орлогч захирал /Хятад хамтын ажиллагааны газар/,"4,000,000 - 5,000,000"
5223,Засвар үйлчилгээний мэргэжилтэн,"1,500,000 - 1,800,000 Тохиролцоно"
5224,"Мэргэжилтэн /Санхүү бодлого, хяналтын газар/","1,800,000 - 2,100,000"
5225,Байгууллагын банкны орлогч захирал,"3,000,000 - 4,000,000"
5226,Ритэйл менежер,"1,500,000 - 1,800,000"
5227,Ритэйл менежер - Грийн гэйт интернэйшнл ХХК,"1,500,000 - 1,800,000"
5228,Мэдээлэл технологийн инженер,"1,200,000 - 1,500,000"
5229,НЯГТЛАН БОДОГЧ,"2,100,000 - 2,500,000"
5230,Орос хэлний орчуулагч,"2,100,000 - 2,500,000"
5231,Түгээлтийн менежер,"1,500,000 - 1,800,000"
5232,Гадаад харилцаа - Захирлын туслах,"1,200,000 - 1,500,000"
5233,ДААТГАЛЫН МЭРГЭЖИЛТЭН,"1,800,000 - 2,100,000"
5234,Брэнд менежер,"1,800,000 - 2,100,000 Тохиролцоно"
5235,Хүний нөөцийн менежер,"2,100,000 - 2,500,000"
5236,Тооцооны нягтлан бодогч,"1,200,000 - 1,500,000"
5237,Төслийн менежер,"2,100,000 - 2,500,000 Тохиролцоно"
5238,хуульч,"1,500,000 - 1,800,000"
5239,Тогооч /Рэд рок катеринг ХХК/,"1,500,000 - 1,800,000"
5240,Маркетингийн менежер,"2,100,000 - 2,500,000"
5241,Өрөө үйлчилгээний ажилтан,"1,000,000 - 1,200,000"
5242,Оосорлогч дохиочин,"1,800,000 - 2,100,000"
5243,"Архив, бичиг хэргийн ажилтан","1,000,000 - 1,200,000"
5244,ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ АЖИЛД АВНА,"1,500,000 - 1,800,000"
5245,Бизнес хөгжлийн менежер,"2,100,000 - 2,500,000 Тохиролцоно"
5246,Ерөнхий инженер,"5,000,000 -ааc дээш"
5247,Авто механикч,"1,800,000 - 2,100,000"
5248,БОРЛУУЛАЛТЫН МЕНЕЖЕР,"1,800,000 - 2,100,000"
5249,ГАГНУУРЧИН,"1,800,000 - 2,100,000"
5250,"Программист | Javascript,  JSTL (advanced )","2,500,000 - 3,000,000"
5251,Брэнд менежер,"1,500,000 - 1,800,000"
5252,ХАБЭА-Н ИНЖЕНЕР,"1,800,000 - 2,100,000"
5253,ҮЙЛЧЛЭГЧ,"1,200,000 - 1,500,000"
5254,Эдийн засгийн багш,"1,500,000 - 1,800,000"
5255,Механик инженер,"2,500,000 - 3,000,000 Тохиролцоно"
5256,ХААЛГАЧ,"800,000 - 1,000,000"
5257,Шүдний эмч /Борлуулалтын ажилтан /,"1,200,000 - 1,500,000 Тохиролцоно"
5258,НЯРАВ,"1,800,000 - 2,100,000"
5259,Гагнуурчин,"2,100,000 - 2,500,000"
5260,Тооцооны нягтлан бодогч,"1,800,000 - 2,100,000"
5261,Барилгын материалын дэлгүүрт кассын ажилтан,"1,200,000 - 1,500,000"
5262,АРХИВЫН АЖИЛТАН,"1,000,000 - 1,200,000"
5263,Гадаад худалдааны менежер,"1,500,000 - 1,800,000"
5264,"Халаалт, агаар сэлгэлтийн зургийн инженер","1,200,000 - 1,500,000"
5265,Барилга бүтээцийн инженер,"1,200,000 - 1,500,000"
5266,Туршлагатай Архитектор авна,"1,800,000 - 2,100,000"
5267,ТООЦООНЫ НЯГТЛАН БОДОГЧ,"1,500,000 - 1,800,000"
5268,БАРИЛГЫН ХЯНАЛТЫН ИНЖЕНЕР,"2,100,000 - 2,500,000"
5269,Дотоод аудит,"2,100,000 - 2,500,000 Тохиролцоно"
5270,ЭМЧ ТӨЛӨӨЛӨГЧ,"1,800,000 - 2,100,000"
5271,Худалдааны төлөөлөгч,"1,500,000 - 1,800,000"
5272,МАРКЕТИНГИЙН МЭРГЭЖИЛТЭН,"1,200,000 - 1,500,000"
5273,БОРЛУУЛАЛТЫН АЛБАНЫ МЕНЕЖЕР,"2,100,000 - 2,500,000"
5274,Механик,"1,500,000 - 1,800,000"
5275,Худалдааны төлөөлөгч /Жижиглэн/,"2,100,000 - 2,500,000"
5276,С-н мэргэшсэн үнэмлэхтэй жолооч,"1,800,000 - 2,100,000"
5277,БОРЛУУЛАГЧ,"1,800,000 - 2,100,000"
5278,ЖОЛООЧ,"1,500,000 - 1,800,000"
5279,БАЙГУУЛЛАГА ХАРИУЦСАН БОРЛУУЛАЛТЫН МЕНЕЖЕР /B2B/,"1,800,000 - 2,100,000"
5280,Жолооч /борлуулалт/,"1,800,000 - 2,100,000"
5281,Дотоод аудитор /Газрын тосны инженер/,"1,800,000 - 2,100,000"
5282,Сувгийн менежер /Хөдөө орон нутаг хариуцсан/,"1,800,000 - 2,100,000 Тохиролцоно"
5283,"Захиргаа, хүний нөөцийн мэргэжилтэн","1,500,000 - 1,800,000 Тохиролцоно"
5284,СОШИАЛ ХӨГЖҮҮЛЭГЧ,"1,500,000 - 1,800,000"
5285,Тооцооны нягтлан бодогч,"1,500,000 - 1,800,000"
5286,БАГА АНГИЙН БАГШ  / ГЛОБАЛ ИННОВА СУРГУУЛЬ/,"1,800,000 - 2,100,000"
5287,ХЭМАБ-н Менежер,"1,800,000 - 2,100,000"
5288,БОРЛУУЛАЛТЫН МЕНЕЖЕР /Шинэ бизнес хариуцсан/,"1,500,000 - 1,800,000"
5289,КЕМП МЕНЕЖЕР,"1,200,000 - 1,500,000"
5290,ТОГООЧ /УУРХАЙН/,"1,500,000 - 1,800,000"
5291,ХАБЭА инженер,"1,800,000 - 2,100,000 Тохиролцоно"
5292,Вэб хөгжүүлэгч,"3,000,000 - 4,000,000"
5293,Барилгын талбайн инженер,"2,500,000 - 3,000,000 Тохиролцоно"
5294,ХАБЭА менежер,"1,500,000 - 1,800,000"
5295,"Эд хөрөнгийн ашиглалт, хяналт хариуцсан менежер","1,800,000 - 2,100,000"
5296,Цахилгаанчин,"1,000,000 - 1,200,000"
5297,Үйлдвэрийн туслах ажилд авна.,"1,000,000 - 1,200,000"
5298,Гоо сайхны цогц төвд Харилцагчийн менежер,"1,200,000 - 1,500,000"
5299,Үл хөдлөх хөрөнгө зууч сургаж авна,"2,500,000 - 3,000,000"
5300,Худалдааны зөвлөх,"1,000,000 - 1,200,000"
5301,САНТЕХНИКИЙН ИНЖЕНЕР,"1,800,000 - 2,100,000"
5302,Эм зүйч-Химич,"1,500,000 - 1,800,000 Тохиролцоно"
5303,ТҮГЭЭЛТИЙН ЖОЛООЧ,"1,200,000 - 1,500,000"
5304,МАРКШЕЙДЕР ИНЖЕНЕР,"2,500,000 - 3,000,000"
5305,Electrical & Instrumentation Supervisor,"2,100,000 - 2,500,000 Тохиролцоно"
5306,АТМ-НЫ ИНЖЕНЕР,"1,500,000 - 1,800,000"
5307,Таксын ажилтан,"1,000,000 - 1,200,000"
5308,ХЯНАЛТЫН МЭРГЭЖИЛТЭН /АТМ/,"1,800,000 - 2,100,000"
5309,Маркетингийн менежер,"1,500,000 - 1,800,000"
5310,Ерөнхий нягтлан бодогч,"2,500,000 - 3,000,000 Тохиролцоно"
5311,Бармен /Тэрэлж байрлаж ажиллах/,"800,000 - 1,000,000"
5312,Ресепшин /байрлаж ажиллах,"1,000,000 - 1,200,000"
5313,МАРКЕТИНГИЙН МЭРГЭЖИЛТЭН,"2,100,000 - 2,500,000"
5314,Тансаг зэрэглэлд ажиллах Агент сургаж авна,"4,000,000 - 5,000,000"
5315,БАЙРЛАЖ АЖИЛЛАХ-ҮЙЛЧИЛГЭЭ ХАРИУЦСАН МЕНЕЖЕР,"1,500,000 - 1,800,000"
5316,ДУУДЛАГЫН ОПЕРАТОР,"1,200,000 - 1,500,000"
5317,ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ,"3,000,000 - 4,000,000 Тохиролцоно"
5318,РЕСТОРАНЫ ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН МЕНЕЖЕР,"1,500,000 - 1,800,000"
5319,Гоо сайхны эмчилгээний төвд Нярав ажилд авна,"1,500,000 - 1,800,000"
5320,Уулын төлөвлөлтийн инженер,"3,000,000 - 4,000,000"
5321,САНХҮҮГИЙН ШИНЖЭЭЧ,"2,500,000 - 3,000,000"
5322,ХУУЛИЙН МЭРГЭЖИЛТЭН,"1,800,000 - 2,100,000"
5323,НЯГТЛАН БОДОГЧ,"1,200,000 - 1,500,000 Тохиролцоно"
5324,Үйлчлэгч,"1,000,000 - 1,200,000"
5325,Тооцооны нягтлан бодогч,"1,200,000 - 1,500,000"
5326,Түгээгч-жолооч,"1,500,000 - 1,800,000"
5327,Автын засварчин /Хөдөө ажиллах/,"1,800,000 - 2,100,000"
5328,Түгээлтийн менежер ажилд авна,"1,200,000 - 1,500,000"
5329,Ажлын албаны менежер,"1,800,000 - 2,100,000"
5330,Захиргаа хүний нөөцийн ажилтан,"1,800,000 - 2,100,000"
5331,Уулын туслах ажилчин,"1,500,000 - 1,800,000"
5332,Сошиал медиа судалгааны ажилтан,"1,000,000 - 1,200,000 Тохиролцоно"
5333,Аж ахуй хариуцсан ажилтан ажилд авна,"1,000,000 - 1,200,000"
5334,Тавилгын дизайнер,"1,500,000 - 1,800,000"
5335,Full stack хөгжүүлэгч,"4,000,000 - 5,000,000"
5336,ХАБЭА-н ажилтан /Оюу Толгой төсөл/,"2,100,000 - 2,500,000"
5337,Систем Админ,"1,500,000 - 1,800,000"
5338,Борлуулалтын менежер,"2,100,000 - 2,500,000 Тохиролцоно"
5339,ХАНГАМЖИЙН МЕНЕЖЕР /Салбар компанид/-УБ,"2,100,000 - 2,500,000 Тохиролцоно"
5340,Хүргэлтийн борлуулагч,"1,200,000 - 1,500,000"
5341,Маркшейдер инженер,"2,500,000 - 3,000,000"
5342,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000"
5343,ХАБЭА-н ажилтан/Барилга/,"1,800,000 - 2,100,000"
5344,Автозасварчин,"1,500,000 - 1,800,000"
5345,Теллер,"1,000,000 - 1,200,000"
5346,Зээлийн эдийн засагч /Салбарт/,"1,200,000 - 1,500,000"
5347,Шугам хоолойн засварчин,"1,800,000 - 2,100,000"
5348,Цахилгаанчин,"1,500,000 - 1,800,000"
5349,Цахилгааны диспетчер инженер,"2,500,000 - 3,000,000"
5350,Шуурхай ажиллагааны техникч,"1,800,000 - 2,100,000"
5351,Хүнд Тэрэгний Жолооч/ Машин Механизм-н Оператор,"2,500,000 - 3,000,000"
5352,Сантехникийн ажилтан,"1,200,000 - 1,500,000"
5353,ХОЛБООНЫ ИНЖЕНЕР,"1,800,000 - 2,100,000"
5354,Хятад хэлний багш / Солонгос хэлний багш,"2,100,000 - 2,500,000 Тохиролцоно"
5355,ХАРИЛЦАГЧИЙН ЗӨВЛӨХ /ВИП САЛБАРТ/,"1,200,000 - 1,500,000"
5356,БАРИСТА АВНА. /ШАНГРИЛАД/,"1,200,000 - 1,500,000"
5357,цахим бүртгэл мэдээллийн ажилтан,"800,000 - 1,000,000"
5358,Талбайн инженер-Оюу толгой төсөлд ажиллах,"1,800,000 - 2,100,000"
5359,Эвент Менежер,"1,200,000 - 1,500,000"
5360,өрхийн сувилагч,"1,000,000 - 1,200,000"
5361,Солонгос хэлтэй Зөвлөгөөний мэргэжилтэн,"1,000,000 - 1,200,000"
5362,Нягтлан бодогч,"2,100,000 - 2,500,000 Тохиролцоно"
5363,Ресепшин - ''Байгал Бюти'' ХХК,"1,000,000 - 1,200,000 Тохиролцоно"
5364,Эмэгтэйчүүдийн эмч,"1,800,000 - 2,100,000 Тохиролцоно"
5365,"ҮЙЛДВЭРИЙН ТУСЛАХ /ЦАХИЛГААНЧИН, ГАГНУУРЧИН/","1,500,000 - 1,800,000 Тохиролцоно"
5366,ЧАНАР ХЯНАЛТЫН ИНЖЕНЕР /МАКС ӨРГӨӨ ХХК/,"2,100,000 - 2,500,000"
5367,ЗЭЭЛИЙН МЭРГЭЖИЛТЭН,"1,500,000 - 1,800,000"
5368,Бренд хувцасны худалдааны зөвлөх /Punt Roma Spain/,"1,200,000 - 1,500,000 Тохиролцоно"
5369,ПРОЦЕСС ЧАНАРЫН ХЯНАЛТЫН МЭРГЭЖИЛТЭН,"1,500,000 - 1,800,000"
5370,Шангрилад худалдааны зөвлөх,"1,200,000 - 1,500,000"
5371,Сэтгэл зүйч,"1,800,000 - 2,100,000"
5372,Солонгос хэлтэй Вэбтүүн орчуулагч,"1,200,000 - 1,500,000"
5373,Тооцооны нягтлан бодогч,"1,500,000 - 1,800,000"
5374,Гадаад харилцааны мэргэжилтэн /Хятад/,"1,800,000 - 2,100,000"
5375,Статистикч эмч,"1,800,000 - 2,100,000 Тохиролцоно"
5376,Бренд хувцасны худалдааны зөвлөх /Хүүхдийн 100/,"1,200,000 - 1,500,000"
5377,Сувилагч,"1,000,000 - 1,200,000"
5378,БИЗНЕСИЙН ХӨГЖЛИЙН МЭРГЭЖИЛТЭН,"2,100,000 - 2,500,000"
5379,Эдийн засагч /Санхүүгийн шинжээч/,"1,500,000 - 1,800,000"
5380,Оффист харуул,"600,000 - 800,000"
5381,БАРИЛГА БҮТЭЭЦИЙН ИНЖЕНЕР,"2,100,000 - 2,500,000"
5382,Нягтлан бодогч ажилд авна,"1,500,000 - 1,800,000"
5383,PROJECT CONTROLLER,"2,100,000 - 2,500,000"
5384,Номын санч,"1,200,000 - 1,500,000"
5385,"ХАЛААЛТ, АГААР СЭЛГЭЛТИЙН ИНЖЕНЕР","2,500,000 - 3,000,000"
5386,"БАРМЕН, ЗӨӨГЧ","800,000 - 1,000,000 Тохиролцоно"
5387,Архив бичиг хэргийн ажилтан,"1,200,000 - 1,500,000"
5388,"КЕМПИЙН УГААГЧ /хувцас, хэрэглэл угаагч/","1,200,000 - 1,500,000 Тохиролцоно"
5389,/Англи хэлтэй/ ТЭЭВРИЙН МЭРГЭЖИЛТЭН ажилд авна.,"1,500,000 - 1,800,000"
5390,"Оффисийн менежер, үнэлгээний туслах ажилтан","1,200,000 - 1,500,000"
5391,Тооцооны нягтлан бодогч,"2,100,000 - 2,500,000"
5392,ТОНОГ ТӨХӨӨРӨМЖИЙН ЗАСВАРЧИН /МАК EURO WINDOOR/,"1,500,000 - 1,800,000"
5393,Агуулахын нярав,"1,500,000 - 1,800,000"
5394,Маркетингийн менежер,"1,500,000 - 1,800,000"
5395,"Мэргэжлийн арьс гоо засалч, гоо сайханч ажилд авна","1,800,000 - 2,100,000"
5396,Химийн лаборант,"800,000 - 1,000,000"
5397,Тогооч /ӨМА-Цогтцэций суманд/,"1,200,000 - 1,500,000"
5398,Салхивчийн инженер,"800,000 - 1,000,000"
5399,Хиамны цехийн туслах ажилтан,"1,000,000 - 1,200,000"
5400,Борлуулагч,"1,800,000 - 2,100,000"
5401,Мужаан,"800,000 - 1,000,000"
5402,Хүний нөөцийн менежер,"2,500,000 - 3,000,000"
5403,Ээлжийн ахлах/ Кассын нярав,"1,200,000 - 1,500,000"
